	chrom_region	start_region	end_region	region_number	chrom_gene	start_gene	end_gene	gene_name	gene_number	distance
471	chr1	7768794	7769294	2643	chr1	7771296	7781432	VAMP3	6	2502
472	chr1	7771029	7771529	2644	chr1	7771296	7781432	VAMP3	6	267
473	chr1	7771563	7772063	2645	chr1	7771296	7781432	VAMP3	6	267
477	chr1	9721737	9722237	3189	chr1	9729026	9824526	CLSTN1	7	7289
478	chr1	9722998	9723498	3190	chr1	9729026	9824526	CLSTN1	7	6028
479	chr1	9723943	9724443	3191	chr1	9729026	9824526	CLSTN1	7	5083
480	chr1	9724956	9725456	3192	chr1	9729026	9824526	CLSTN1	7	4070
481	chr1	9726867	9727367	3193	chr1	9729026	9824526	CLSTN1	7	2159
482	chr1	9727481	9727981	3194	chr1	9729026	9824526	CLSTN1	7	1545
483	chr1	9728141	9728641	3195	chr1	9729026	9824526	CLSTN1	7	885
484	chr1	9733930	9734430	3196	chr1	9729026	9824526	CLSTN1	7	4904
485	chr1	9734677	9735177	3197	chr1	9729026	9824526	CLSTN1	7	5651
486	chr1	9736079	9736579	3198	chr1	9729026	9824526	CLSTN1	7	7053
512	chr1	10449583	10450083	3402	chr1	10456522	10472529	DFFA	8	6939
513	chr1	10450387	10450887	3403	chr1	10456522	10472529	DFFA	8	6135
514	chr1	10451101	10451601	3404	chr1	10456522	10472529	DFFA	8	5421
515	chr1	10452011	10452511	3405	chr1	10456522	10472529	DFFA	8	4511
516	chr1	10459418	10459918	3406	chr1	10456522	10472529	DFFA	8	2896
517	chr1	10461018	10461518	3407	chr1	10456522	10472529	DFFA	8	4496
524	chr1	11048805	11049305	3667	chr1	11054584	11060020	SRM	9	5779
525	chr1	11051717	11052217	3668	chr1	11054584	11060020	SRM	9	2867
526	chr1	11052884	11053384	3669	chr1	11054584	11060020	SRM	9	1700
527	chr1	11053724	11054224	3670	chr1	11054584	11060020	SRM	9	860
528	chr1	11054598	11055098	3671	chr1	11054584	11060020	SRM	9	14
529	chr1	11058609	11059109	3672	chr1	11054584	11060020	SRM	9	4025
530	chr1	11058609	11059109	3672	chr1	11066618	11099869	EXOSC10	10	8009
531	chr1	11059355	11059855	3673	chr1	11054584	11060020	SRM	9	4771
532	chr1	11059355	11059855	3673	chr1	11066618	11099869	EXOSC10	10	7263
533	chr1	11059866	11060366	3674	chr1	11054584	11060020	SRM	9	5282
534	chr1	11059866	11060366	3674	chr1	11066618	11099869	EXOSC10	10	6752
535	chr1	11060551	11061051	3675	chr1	11054584	11060020	SRM	9	5967
536	chr1	11060551	11061051	3675	chr1	11066618	11099869	EXOSC10	10	6067
537	chr1	11061653	11062153	3676	chr1	11054584	11060020	SRM	9	7069
538	chr1	11061653	11062153	3676	chr1	11066618	11099869	EXOSC10	10	4965
539	chr1	11062882	11063382	3677	chr1	11054584	11060020	SRM	9	8298
540	chr1	11062882	11063382	3677	chr1	11066618	11099869	EXOSC10	10	3736
541	chr1	11063811	11064311	3678	chr1	11054584	11060020	SRM	9	9227
542	chr1	11063811	11064311	3678	chr1	11066618	11099869	EXOSC10	10	2807
544	chr1	11068127	11068627	3679	chr1	11066618	11099869	EXOSC10	10	1509
546	chr1	11069327	11069827	3680	chr1	11066618	11099869	EXOSC10	10	2709
547	chr1	11070473	11070973	3681	chr1	11066618	11099869	EXOSC10	10	3855
553	chr1	11471560	11472060	3847	chr1	11479155	11537551	DISP3	11	7595
554	chr1	11472645	11473145	3848	chr1	11479155	11537551	DISP3	11	6510
555	chr1	11473581	11474081	3849	chr1	11479155	11537551	DISP3	11	5574
556	chr1	11474198	11474698	3850	chr1	11479155	11537551	DISP3	11	4957
557	chr1	11474775	11475275	3851	chr1	11479155	11537551	DISP3	11	4380
558	chr1	11475742	11476242	3852	chr1	11479155	11537551	DISP3	11	3413
559	chr1	11476688	11477188	3853	chr1	11479155	11537551	DISP3	11	2467
560	chr1	11477456	11477956	3854	chr1	11479155	11537551	DISP3	11	1699
561	chr1	11478321	11478821	3855	chr1	11479155	11537551	DISP3	11	834
562	chr1	11478904	11479404	3856	chr1	11479155	11537551	DISP3	11	251
563	chr1	11479495	11479995	3857	chr1	11479155	11537551	DISP3	11	340
564	chr1	11480003	11480503	3858	chr1	11479155	11537551	DISP3	11	848
565	chr1	11480878	11481378	3859	chr1	11479155	11537551	DISP3	11	1723
566	chr1	11482051	11482551	3860	chr1	11479155	11537551	DISP3	11	2896
567	chr1	11482809	11483309	3861	chr1	11479155	11537551	DISP3	11	3654
568	chr1	11483528	11484028	3862	chr1	11479155	11537551	DISP3	11	4373
569	chr1	11484365	11484865	3863	chr1	11479155	11537551	DISP3	11	5210
570	chr1	11485128	11485628	3864	chr1	11479155	11537551	DISP3	11	5973
571	chr1	11486231	11486731	3865	chr1	11479155	11537551	DISP3	11	7076
572	chr1	11487426	11487926	3866	chr1	11479155	11537551	DISP3	11	8271
573	chr1	11488445	11488945	3867	chr1	11479155	11537551	DISP3	11	9290
617	chr1	13693610	13694110	4269	chr1	13700198	13825079	PRDM2	12	6588
618	chr1	13699460	13699960	4270	chr1	13700198	13825079	PRDM2	12	738
619	chr1	13699983	13700483	4271	chr1	13700198	13825079	PRDM2	12	215
620	chr1	13700611	13701111	4272	chr1	13700198	13825079	PRDM2	12	413
621	chr1	13704057	13704557	4273	chr1	13700198	13825079	PRDM2	12	3859
622	chr1	13705896	13706396	4274	chr1	13700198	13825079	PRDM2	12	5698
623	chr1	13707022	13707522	4275	chr1	13700198	13825079	PRDM2	12	6824
624	chr1	13708235	13708735	4276	chr1	13700198	13825079	PRDM2	12	8037
656	chr1	15616330	15616830	4856	chr1	15617458	15669044	DDI2	13	1128
657	chr1	15617083	15617583	4857	chr1	15617458	15669044	DDI2	13	375
658	chr1	15617769	15618269	4858	chr1	15617458	15669044	DDI2	13	311
659	chr1	15622682	15623182	4859	chr1	15617458	15669044	DDI2	13	5224
660	chr1	15627212	15627712	4860	chr1	15617458	15669044	DDI2	13	9754
664	chr1	17406085	17406585	5299	chr1	17406760	17439677	RCC2	14	675
665	chr1	17412415	17412915	5300	chr1	17406760	17439677	RCC2	14	5655
680	chr1	18100418	18100918	5549	chr1	18107798	18378483	IGSF21	15	7380
681	chr1	18105420	18105920	5550	chr1	18107798	18378483	IGSF21	15	2378
682	chr1	18107130	18107630	5551	chr1	18107798	18378483	IGSF21	15	668
683	chr1	18107931	18108431	5552	chr1	18107798	18378483	IGSF21	15	133
684	chr1	18108467	18108967	5553	chr1	18107798	18378483	IGSF21	15	669
685	chr1	18108994	18109494	5554	chr1	18107798	18378483	IGSF21	15	1196
686	chr1	18109899	18110399	5555	chr1	18107798	18378483	IGSF21	15	2101
687	chr1	18110823	18111323	5556	chr1	18107798	18378483	IGSF21	15	3025
688	chr1	18111335	18111835	5557	chr1	18107798	18378483	IGSF21	15	3537
689	chr1	18112060	18112560	5558	chr1	18107798	18378483	IGSF21	15	4262
690	chr1	18112564	18113064	5559	chr1	18107798	18378483	IGSF21	15	4766
691	chr1	18113662	18114162	5560	chr1	18107798	18378483	IGSF21	15	5864
692	chr1	18114940	18115440	5561	chr1	18107798	18378483	IGSF21	15	7142
693	chr1	18115793	18116293	5562	chr1	18107798	18378483	IGSF21	15	7995
782	chr1	19878157	19878657	6032	chr1	19882395	19912945	OTUD3	16	4238
783	chr1	19882105	19882605	6033	chr1	19882395	19912945	OTUD3	16	290
784	chr1	19882651	19883151	6034	chr1	19882395	19912945	OTUD3	16	256
789	chr1	23074932	23075432	6923	chr1	23084023	23177808	LUZP1	17	9091
790	chr1	23079663	23080163	6924	chr1	23084023	23177808	LUZP1	17	4360
791	chr1	23082698	23083198	6925	chr1	23084023	23177808	LUZP1	17	1325
792	chr1	23083925	23084425	6926	chr1	23084023	23177808	LUZP1	17	98
793	chr1	23084644	23085144	6927	chr1	23084023	23177808	LUZP1	17	621
794	chr1	23085485	23085985	6928	chr1	23084023	23177808	LUZP1	17	1462
795	chr1	23087905	23088405	6929	chr1	23084023	23177808	LUZP1	17	3882
796	chr1	23089019	23089519	6930	chr1	23084023	23177808	LUZP1	17	4996
811	chr1	24735805	24736305	7244	chr1	24745382	24844321	CLIC4	18	9577
812	chr1	24736315	24736815	7245	chr1	24745382	24844321	CLIC4	18	9067
813	chr1	24737618	24738118	7246	chr1	24745382	24844321	CLIC4	18	7764
814	chr1	24741082	24741582	7247	chr1	24745382	24844321	CLIC4	18	4300
815	chr1	24743406	24743906	7248	chr1	24745382	24844321	CLIC4	18	1976
816	chr1	24744967	24745467	7249	chr1	24745382	24844321	CLIC4	18	415
817	chr1	24745724	24746224	7250	chr1	24745382	24844321	CLIC4	18	342
818	chr1	24746569	24747069	7251	chr1	24745382	24844321	CLIC4	18	1187
819	chr1	24748335	24748835	7252	chr1	24745382	24844321	CLIC4	18	2953
820	chr1	24749087	24749587	7253	chr1	24745382	24844321	CLIC4	18	3705
821	chr1	24751861	24752361	7254	chr1	24745382	24844321	CLIC4	18	6479
837	chr1	25232298	25232798	7318	chr1	25242249	25338213	RSRP1	19	9951
838	chr1	25233010	25233510	7319	chr1	25242249	25338213	RSRP1	19	9239
839	chr1	25238617	25239117	7320	chr1	25242249	25338213	RSRP1	19	3632
840	chr1	25239147	25239647	7321	chr1	25242249	25338213	RSRP1	19	3102
841	chr1	25239820	25240320	7322	chr1	25242249	25338213	RSRP1	19	2429
842	chr1	25240581	25241081	7323	chr1	25242249	25338213	RSRP1	19	1668
843	chr1	25245757	25246257	7324	chr1	25242249	25338213	RSRP1	19	3508
844	chr1	25246559	25247059	7325	chr1	25242249	25338213	RSRP1	19	4310
845	chr1	25247303	25247803	7326	chr1	25242249	25338213	RSRP1	19	5054
846	chr1	25247965	25248465	7327	chr1	25242249	25338213	RSRP1	19	5716
851	chr1	25329888	25330388	7332	chr1	25338317	25362361	TMEM50A	20	8429
853	chr1	25336624	25337124	7333	chr1	25338317	25362361	TMEM50A	20	1693
855	chr1	25338101	25338601	7334	chr1	25338317	25362361	TMEM50A	20	216
857	chr1	25338638	25339138	7335	chr1	25338317	25362361	TMEM50A	20	321
859	chr1	27233180	27233680	7883	chr1	27234632	27308636	WDTC1	21	1452
860	chr1	27234195	27234695	7884	chr1	27234632	27308636	WDTC1	21	437
861	chr1	27234754	27235254	7885	chr1	27234632	27308636	WDTC1	21	122
862	chr1	27235279	27235779	7886	chr1	27234632	27308636	WDTC1	21	647
881	chr1	27721934	27722434	8079	chr1	27725979	27763122	FAM76A	22	4045
882	chr1	27724876	27725376	8080	chr1	27725979	27763122	FAM76A	22	1103
883	chr1	27725545	27726045	8081	chr1	27725979	27763122	FAM76A	22	434
884	chr1	27726109	27726609	8082	chr1	27725979	27763122	FAM76A	22	130
889	chr1	28877120	28877620	8259	chr1	28887091	29120046	EPB41	23	9971
890	chr1	28882004	28882504	8260	chr1	28887091	29120046	EPB41	23	5087
891	chr1	28884904	28885404	8261	chr1	28887091	29120046	EPB41	23	2187
892	chr1	28886253	28886753	8262	chr1	28887091	29120046	EPB41	23	838
893	chr1	28886804	28887304	8263	chr1	28887091	29120046	EPB41	23	287
894	chr1	28887355	28887855	8264	chr1	28887091	29120046	EPB41	23	264
895	chr1	28888120	28888620	8265	chr1	28887091	29120046	EPB41	23	1029
896	chr1	28889627	28890127	8266	chr1	28887091	29120046	EPB41	23	2536
928	chr1	30723928	30724428	8615	chr1	30732469	30757774	LAPTM5	24	8541
929	chr1	30725688	30726188	8616	chr1	30732469	30757774	LAPTM5	24	6781
930	chr1	30726747	30727247	8617	chr1	30732469	30757774	LAPTM5	24	5722
931	chr1	30727698	30728198	8618	chr1	30732469	30757774	LAPTM5	24	4771
932	chr1	30730164	30730664	8619	chr1	30732469	30757774	LAPTM5	24	2305
933	chr1	30731664	30732164	8620	chr1	30732469	30757774	LAPTM5	24	805
934	chr1	30732897	30733397	8621	chr1	30732469	30757774	LAPTM5	24	428
940	chr1	31717221	31717721	8941	chr1	31727117	31764893	ADGRB2	25	9896
941	chr1	31718426	31718926	8942	chr1	31727117	31764893	ADGRB2	25	8691
942	chr1	31719900	31720400	8943	chr1	31727117	31764893	ADGRB2	25	7217
943	chr1	31722415	31722915	8944	chr1	31727117	31764893	ADGRB2	25	4702
944	chr1	31722957	31723457	8945	chr1	31727117	31764893	ADGRB2	25	4160
945	chr1	31723686	31724186	8946	chr1	31727117	31764893	ADGRB2	25	3431
946	chr1	31725135	31725635	8947	chr1	31727117	31764893	ADGRB2	25	1982
947	chr1	31726074	31726574	8948	chr1	31727117	31764893	ADGRB2	25	1043
948	chr1	31727068	31727568	8949	chr1	31727117	31764893	ADGRB2	25	49
949	chr1	31728674	31729174	8950	chr1	31727117	31764893	ADGRB2	25	1557
950	chr1	31729586	31730086	8951	chr1	31727117	31764893	ADGRB2	25	2469
951	chr1	31730431	31730931	8952	chr1	31727117	31764893	ADGRB2	25	3314
952	chr1	31732931	31733431	8953	chr1	31727117	31764893	ADGRB2	25	5814
953	chr1	31733744	31734244	8954	chr1	31727117	31764893	ADGRB2	25	6627
954	chr1	31734588	31735088	8955	chr1	31727117	31764893	ADGRB2	25	7471
955	chr1	31736105	31736605	8956	chr1	31727117	31764893	ADGRB2	25	8988
956	chr1	31736700	31737200	8957	chr1	31727117	31764893	ADGRB2	25	9583
993	chr1	32171427	32171927	9129	chr1	32179675	32198285	TXLNA	26	8248
994	chr1	32178552	32179052	9130	chr1	32179675	32198285	TXLNA	26	1123
995	chr1	32179128	32179628	9131	chr1	32179675	32198285	TXLNA	26	547
996	chr1	32179744	32180244	9132	chr1	32179675	32198285	TXLNA	26	69
997	chr1	32185224	32185724	9133	chr1	32179675	32198285	TXLNA	26	5549
998	chr1	32189334	32189834	9134	chr1	32179675	32198285	TXLNA	26	9659
1012	chr1	32355321	32355821	9191	chr1	32365103	32394731	BSDC1	27	9782
1013	chr1	32357553	32358053	9192	chr1	32365103	32394731	BSDC1	27	7550
1014	chr1	32360286	32360786	9193	chr1	32365103	32394731	BSDC1	27	4817
1015	chr1	32361168	32361668	9194	chr1	32365103	32394731	BSDC1	27	3935
1016	chr1	32361950	32362450	9195	chr1	32365103	32394731	BSDC1	27	3153
1017	chr1	32363694	32364194	9196	chr1	32365103	32394731	BSDC1	27	1409
1018	chr1	32366260	32366760	9197	chr1	32365103	32394731	BSDC1	27	1157
1019	chr1	32372151	32372651	9198	chr1	32365103	32394731	BSDC1	27	7048
1020	chr1	32373781	32374281	9199	chr1	32365103	32394731	BSDC1	27	8678
1029	chr1	32539082	32539582	9227	chr1	32539427	32605941	ZBTB8A	28	345
1030	chr1	32539617	32540117	9228	chr1	32539427	32605941	ZBTB8A	28	190
1031	chr1	32540295	32540795	9229	chr1	32539427	32605941	ZBTB8A	28	868
1037	chr1	32998085	32998585	9351	chr1	33007940	33080996	AK2	29	9855
1038	chr1	32998894	32999394	9352	chr1	33007940	33080996	AK2	29	9046
1039	chr1	33004253	33004753	9353	chr1	33007940	33080996	AK2	29	3687
1040	chr1	33005436	33005936	9354	chr1	33007940	33080996	AK2	29	2504
1041	chr1	33006126	33006626	9355	chr1	33007940	33080996	AK2	29	1814
1042	chr1	33007135	33007635	9356	chr1	33007940	33080996	AK2	29	805
1043	chr1	33011148	33011648	9357	chr1	33007940	33080996	AK2	29	3208
1044	chr1	33014691	33015191	9358	chr1	33007940	33080996	AK2	29	6751
1045	chr1	33015242	33015742	9359	chr1	33007940	33080996	AK2	29	7302
1062	chr1	33511486	33511986	9512	chr1	33513999	34165842	CSMD2	30	2513
1063	chr1	33512151	33512651	9513	chr1	33513999	34165842	CSMD2	30	1848
1064	chr1	33515947	33516447	9514	chr1	33513999	34165842	CSMD2	30	1948
1065	chr1	33517013	33517513	9515	chr1	33513999	34165842	CSMD2	30	3014
1066	chr1	33517528	33518028	9516	chr1	33513999	34165842	CSMD2	30	3529
1067	chr1	33519970	33520470	9517	chr1	33513999	34165842	CSMD2	30	5971
1268	chr1	35800322	35800822	10008	chr1	35808016	35857890	AGO4	31	7694
1269	chr1	35807188	35807688	10009	chr1	35808016	35857890	AGO4	31	828
1270	chr1	35807825	35808325	10010	chr1	35808016	35857890	AGO4	31	191
1271	chr1	35808825	35809325	10011	chr1	35808016	35857890	AGO4	31	809
1287	chr1	35924341	35924841	10026	chr1	35930718	36072500	AGO3	33	6377
1289	chr1	35925692	35926192	10027	chr1	35930718	36072500	AGO3	33	5026
1291	chr1	35930176	35930676	10028	chr1	35930718	36072500	AGO3	33	542
1293	chr1	35930893	35931393	10029	chr1	35930718	36072500	AGO3	33	175
1295	chr1	35931696	35932196	10030	chr1	35930718	36072500	AGO3	33	978
1297	chr1	35932257	35932757	10031	chr1	35930718	36072500	AGO3	33	1539
1299	chr1	35933320	35933820	10032	chr1	35930718	36072500	AGO3	33	2602
1301	chr1	35933947	35934447	10033	chr1	35930718	36072500	AGO3	33	3229
1303	chr1	35935819	35936319	10034	chr1	35930718	36072500	AGO3	33	5101
1312	chr1	36786209	36786709	10274	chr1	36795527	37034515	GRIK3	34	9318
1313	chr1	36786954	36787454	10275	chr1	36795527	37034515	GRIK3	34	8573
1314	chr1	36787513	36788013	10276	chr1	36795527	37034515	GRIK3	34	8014
1315	chr1	36788665	36789165	10277	chr1	36795527	37034515	GRIK3	34	6862
1316	chr1	36790147	36790647	10278	chr1	36795527	37034515	GRIK3	34	5380
1317	chr1	36796047	36796547	10279	chr1	36795527	37034515	GRIK3	34	520
1318	chr1	36797944	36798444	10280	chr1	36795527	37034515	GRIK3	34	2417
1319	chr1	36804129	36804629	10281	chr1	36795527	37034515	GRIK3	34	8602
1320	chr1	36805052	36805552	10282	chr1	36795527	37034515	GRIK3	34	9525
1430	chr1	37800131	37800631	10591	chr1	37809574	37859592	MTF1	36	9443
1431	chr1	37807473	37807973	10592	chr1	37809574	37859592	MTF1	36	2101
1432	chr1	37807974	37808474	10593	chr1	37809574	37859592	MTF1	36	1600
1433	chr1	37808978	37809478	10594	chr1	37809574	37859592	MTF1	36	596
1434	chr1	37810996	37811496	10595	chr1	37809574	37859592	MTF1	36	1422
1435	chr1	37817391	37817891	10596	chr1	37809574	37859592	MTF1	36	7817
1442	chr1	40303170	40303670	11232	chr1	40300489	40317813	COL9A2	37	2681
1443	chr1	40304203	40304703	11233	chr1	40300489	40317813	COL9A2	37	3714
1444	chr1	40308257	40308757	11234	chr1	40300489	40317813	COL9A2	37	7768
1445	chr1	40309305	40309805	11235	chr1	40300489	40317813	COL9A2	37	8816
1453	chr1	42168629	42169129	11785	chr1	42176539	42335877	FOXJ3	38	7910
1454	chr1	42170739	42171239	11786	chr1	42176539	42335877	FOXJ3	38	5800
1455	chr1	42172220	42172720	11787	chr1	42176539	42335877	FOXJ3	38	4319
1456	chr1	42173251	42173751	11788	chr1	42176539	42335877	FOXJ3	38	3288
1457	chr1	42173957	42174457	11789	chr1	42176539	42335877	FOXJ3	38	2582
1458	chr1	42174696	42175196	11790	chr1	42176539	42335877	FOXJ3	38	1843
1459	chr1	42176883	42177383	11791	chr1	42176539	42335877	FOXJ3	38	344
1460	chr1	42177479	42177979	11792	chr1	42176539	42335877	FOXJ3	38	940
1461	chr1	42178293	42178793	11793	chr1	42176539	42335877	FOXJ3	38	1754
1462	chr1	42179177	42179677	11794	chr1	42176539	42335877	FOXJ3	38	2638
1463	chr1	42179953	42180453	11795	chr1	42176539	42335877	FOXJ3	38	3414
1464	chr1	42186057	42186557	11796	chr1	42176539	42335877	FOXJ3	38	9518
1489	chr1	43349544	43350044	12016	chr1	43358981	43363203	CDC20	39	9437
1490	chr1	43357960	43358460	12017	chr1	43358981	43363203	CDC20	39	1021
1491	chr1	43358614	43359114	12018	chr1	43358981	43363203	CDC20	39	367
1492	chr1	43366211	43366711	12019	chr1	43358981	43363203	CDC20	39	7230
1493	chr1	43367051	43367551	12020	chr1	43358981	43363203	CDC20	39	8070
1494	chr1	43367872	43368372	12021	chr1	43358981	43363203	CDC20	39	8891
1495	chr1	43368605	43369105	12022	chr1	43358981	43363203	CDC20	39	9624
1496	chr1	43967407	43967907	12172	chr1	43974487	43978295	ATP6V0B	40	7080
1497	chr1	43968639	43969139	12173	chr1	43974487	43978295	ATP6V0B	40	5848
1499	chr1	43969619	43970119	12174	chr1	43974487	43978295	ATP6V0B	40	4868
1500	chr1	43969619	43970119	12174	chr1	43978943	43991170	B4GALT2	41	9324
1501	chr1	43972472	43972972	12175	chr1	43974487	43978295	ATP6V0B	40	2015
1502	chr1	43972472	43972972	12175	chr1	43978943	43991170	B4GALT2	41	6471
1503	chr1	43974008	43974508	12176	chr1	43974487	43978295	ATP6V0B	40	479
1504	chr1	43974008	43974508	12176	chr1	43978943	43991170	B4GALT2	41	4935
1505	chr1	43974626	43975126	12177	chr1	43974487	43978295	ATP6V0B	40	139
1506	chr1	43974626	43975126	12177	chr1	43978943	43991170	B4GALT2	41	4317
1507	chr1	43975859	43976359	12178	chr1	43974487	43978295	ATP6V0B	40	1372
1508	chr1	43975859	43976359	12178	chr1	43978943	43991170	B4GALT2	41	3084
1509	chr1	43976437	43976937	12179	chr1	43974487	43978295	ATP6V0B	40	1950
1510	chr1	43976437	43976937	12179	chr1	43978943	43991170	B4GALT2	41	2506
1511	chr1	43977496	43977996	12180	chr1	43974487	43978295	ATP6V0B	40	3009
1512	chr1	43977496	43977996	12180	chr1	43978943	43991170	B4GALT2	41	1447
1513	chr1	43978104	43978604	12181	chr1	43974487	43978295	ATP6V0B	40	3617
1514	chr1	43978104	43978604	12181	chr1	43978943	43991170	B4GALT2	41	839
1515	chr1	43978928	43979428	12182	chr1	43974487	43978295	ATP6V0B	40	4441
